District,Crop,Crop_Group,Production_MT,Rainfall_2020_mm,Rainfall_2021_mm,Avg_Rainfall_mm,Rabi_Rainfall,Kharif_Rainfall,Season,Water_Min,Water_Max,Temp_Min,Temp_Max,Soil_Type,District_Soil,District_Temp_Min,District_Temp_Max,Water_Score,Temp_Score,Soil_Score,Suitability_Score,Production_Log,Productivity_Score,ML_Prediction,Final_Score,Productivity_Class
Tirupathur,black gram,Pulses,789,972.372277227723,16.7,494.5361386138615,346.175297029703,148.36084158415844,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.31512046204620503,1.0,1.0,0.6233162541254128,6.672032945461067,0.1817022865904042,0.015,0.3799897524752477,0
Tiruvannamalai,red gram,Pulses,1946,1034.5,74.2,554.35,388.045,166.305,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.9239166666666667,1.0,1.0,0.9581541666666666,7.574045005372199,0.6242907415739056,0.255,0.6768924999999999,1
Tiruvannamalai,green gram,Pulses,950,1034.5,74.2,554.35,388.045,166.305,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.5145000000000001,1.0,1.0,0.7329750000000002,6.85751406254539,0.5047533548446522,0.015,0.4457850000000001,1
Tiruvannamalai,black gram,Pulses,30791,1034.5,74.2,554.35,388.045,166.305,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.5145000000000001,1.0,1.0,0.7329750000000002,10.335010194963582,0.9080780086299532,0.98,0.8317850000000001,2
Salem,red gram,Pulses,2980,967.9,62.4,515.15,360.605,154.545,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.8585833333333333,1.0,1.0,0.9222208333333333,8.000014093678072,0.7052779894542255,0.73,0.8453324999999998,2
Salem,green gram,Pulses,4500,967.9,62.4,515.15,360.605,154.545,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.38383333333333325,1.0,1.0,0.6611083333333334,8.412054873292933,0.7765231214146914,0.65,0.656665,2
Salem,black gram,Pulses,2954,967.9,62.4,515.15,360.605,154.545,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.38383333333333325,1.0,1.0,0.6611083333333334,7.991253929840199,0.443306448939013,0.155,0.45866500000000004,1
Namakkal,red gram,Pulses,573,629.2,66.3,347.75,243.425,104.325,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.5795833333333333,1.0,1.0,0.7687708333333334,6.352629396319567,0.3920694574223961,0.115,0.5072625000000001,0
Namakkal,green gram,Pulses,2989,629.2,66.3,347.75,243.425,104.325,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.869375,1.0,1.0,0.92815625,8.003028666384733,0.7050158595892425,0.685,0.83089375,2
Namakkal,black gram,Pulses,1968,629.2,66.3,347.75,243.425,104.325,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.869375,1.0,1.0,0.92815625,7.585281078639126,0.3628012197679379,0.22,0.6448937499999999,0
Dharmapuri,red gram,Pulses,14046,918.4,59.8,489.1,342.36999999999995,146.73,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.8151666666666667,1.0,1.0,0.8983416666666668,9.55016412883091,0.95,0.955,0.9210050000000001,2
Dharmapuri,green gram,Pulses,1596,918.4,59.8,489.1,342.36999999999995,146.73,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.2970000000000001,1.0,1.0,0.6133500000000001,7.375882148215011,0.5953761115235502,0.005,0.37001,1
Dharmapuri,black gram,Pulses,5604,918.4,59.8,489.1,342.36999999999995,146.73,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.2970000000000001,1.0,1.0,0.6133500000000001,8.63141433550626,0.570251539015663,0.175,0.43801,1
Krishnagiri,red gram,Pulses,10651,798.6,45.9,422.25,295.575,126.675,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.70375,1.0,1.0,0.8370625,9.273502946933824,0.9473996838749,0.88,0.8542375,2
Krishnagiri,green gram,Pulses,925,798.6,45.9,422.25,295.575,126.675,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.07416666666666667,1.0,1.0,0.4907916666666667,6.83087423464618,0.5000960954407302,0.015,0.300475,1
Krishnagiri,black gram,Pulses,2915,798.6,45.9,422.25,295.575,126.675,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.07416666666666667,1.0,1.0,0.4907916666666667,7.977968093128549,0.4406718409201849,0.1,0.33447499999999997,1
Coimbatore,red gram,Pulses,313,1585.3,118.5,851.9,596.3299999999999,255.57,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.6297499999999999,1.0,1.0,0.7963624999999999,5.749392985908253,0.2773793119596932,0.005,0.4798174999999999,0
Coimbatore,green gram,Pulses,265,1585.3,118.5,851.9,596.3299999999999,255.57,Kharif,400,700,25,35,loam,loam,20.0,35.0,1.0,1.0,1.0,1.0,5.583496308781699,0.282025520906381,0.0,0.6,0
Coimbatore,black gram,Pulses,315,1585.3,118.5,851.9,596.3299999999999,255.57,Kharif,400,700,25,35,loam,loam,20.0,35.0,1.0,1.0,1.0,1.0,5.755742213586912,0.05,0.005,0.602,0
Tiruppur,red gram,Pulses,86,748.8,118.4,433.6,303.52,130.07999999999998,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.7226666666666667,1.0,1.0,0.8474666666666666,4.465908118654584,0.05,0.11,0.55248,0
Tiruppur,green gram,Pulses,723,748.8,118.4,433.6,303.52,130.07999999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.11200000000000007,1.0,1.0,0.5116,6.584791392385716,0.4570751106356687,0.015,0.31296,1
Tiruppur,black gram,Pulses,1626,748.8,118.4,433.6,303.52,130.07999999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.11200000000000007,1.0,1.0,0.5116,7.394493107219038,0.3249675830682973,0.04,0.32296,0
Erode,red gram,Pulses,3461,629.5,78.5,354.0,247.8,106.2,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.59,1.0,1.0,0.7745,8.149601735736155,0.7337182959923644,0.805,0.7867,2
Erode,green gram,Pulses,287,629.5,78.5,354.0,247.8,106.2,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.885,1.0,1.0,0.93675,5.662960480135946,0.2959176999667945,0.03,0.57405,0
Erode,black gram,Pulses,951,629.5,78.5,354.0,247.8,106.2,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.885,1.0,1.0,0.93675,6.858565034791365,0.2186919733511511,0.07,0.59005,0
Tiruchirapalli,red gram,Pulses,1910,796.6,139.2,467.9,327.53,140.36999999999998,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.7798333333333333,1.0,1.0,0.8789083333333334,7.555381944240273,0.6207424325543283,0.14,0.5833450000000001,1
Tiruchirapalli,green gram,Pulses,379,796.6,139.2,467.9,327.53,140.36999999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.22633333333333325,1.0,1.0,0.5744833333333332,5.940171252720432,0.3443805685097939,0.005,0.34668999999999994,0
Tiruchirapalli,black gram,Pulses,4902,796.6,139.2,467.9,327.53,140.36999999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.22633333333333325,1.0,1.0,0.5744833333333332,8.497602541651233,0.5437163923963237,0.135,0.39868999999999993,1
Karur,red gram,Pulses,273,684.2,109.1,396.65,277.65500000000003,118.995,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.6610833333333332,1.0,1.0,0.8135958333333333,5.613128106388071,0.2514719917384695,0.035,0.5021574999999999,0
Karur,green gram,Pulses,123,684.2,109.1,396.65,277.65500000000003,118.995,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.991625,1.0,1.0,0.9953937500000001,4.820281565605037,0.1485978931709656,0.005,0.59923625,0
Karur,black gram,Pulses,1910,684.2,109.1,396.65,277.65500000000003,118.995,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.991625,1.0,1.0,0.9953937500000001,7.555381944240273,0.3568721615570868,0.055,0.61923625,0
Perambalur,red gram,Pulses,557,1102.4,157.6,630.0,441.0,189.0,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.075,1.0,1.0,0.49125,6.324358962381311,0.3866945494680477,0.01,0.29875,0
Ariyalur,red gram,Pulses,287,1064.4,220.7,642.5500000000001,449.785,192.765,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.10637500000000016,1.0,1.0,0.5085062500000002,5.662960480135946,0.2609463571700898,0.0,0.30510375000000006,0
Pudukkottai,red gram,Pulses,342,947.6,191.1,569.35,398.545,170.805,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.9489166666666667,1.0,1.0,0.9719041666666668,5.83773044716594,0.2941744458517967,0.04,0.5991425,0
Pudukkottai,green gram,Pulses,52,947.6,191.1,569.35,398.545,170.805,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.5645000000000001,1.0,1.0,0.760475,3.970291913552122,0.05,0.0,0.456285,0
Pudukkottai,black gram,Pulses,2802,947.6,191.1,569.35,398.545,170.805,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.5645000000000001,1.0,1.0,0.760475,7.938445551164788,0.4328344417226703,0.045,0.474285,1
Thanjavur,black gram,Pulses,23603,968.1,278.6,623.35,436.345,187.005,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.7445,1.0,1.0,0.859475,10.06917146817706,0.855361656885792,0.89,0.871685,2
Tiruvarur,green gram,Pulses,15345,1303.7,377.4,840.55,588.3849999999999,252.165,Kharif,400,700,25,35,loam,loam,20.0,35.0,1.0,1.0,1.0,1.0,9.638610132737613,0.95,0.985,0.994,2
Tiruvarur,black gram,Pulses,11059,1303.7,377.4,840.55,588.3849999999999,252.165,Kharif,400,700,25,35,loam,loam,20.0,35.0,1.0,1.0,1.0,1.0,9.311090275076326,0.7050326385775473,0.845,0.938,2
Nagapattinam,green gram,Pulses,16160,1430.1,322.7,876.4,613.4799999999999,262.92,Kharif,400,700,25,35,loam,loam,20.0,35.0,1.0,1.0,1.0,1.0,9.690356211348645,0.95,0.955,0.982,2
Nagapattinam,black gram,Pulses,15629,1430.1,322.7,876.4,613.4799999999999,262.92,Kharif,400,700,25,35,loam,loam,20.0,35.0,1.0,1.0,1.0,1.0,9.656947423415522,0.7736168035164757,0.955,0.982,2
Madurai,red gram,Pulses,1759,915.5,131.5,523.5,366.45,157.04999999999998,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.8725,1.0,1.0,0.929875,7.473069088032197,0.6050927249288919,0.07,0.585925,1
Madurai,green gram,Pulses,1216,915.5,131.5,523.5,366.45,157.04999999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.4116666666666667,1.0,1.0,0.6764166666666667,7.104144092987527,0.5478700008271977,0.0,0.40585,1
Madurai,black gram,Pulses,1009,915.5,131.5,523.5,366.45,157.04999999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.4116666666666667,1.0,1.0,0.6764166666666667,6.917705609835305,0.2304196677847462,0.0,0.40585,0
Theni,red gram,Pulses,1420,921.9,112.6,517.25,362.075,155.17499999999998,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.8620833333333333,1.0,1.0,0.9241458333333334,7.259116128097101,0.5644149812224059,0.08,0.5864875,1
Theni,green gram,Pulses,586,921.9,112.6,517.25,362.075,155.17499999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.3908333333333333,1.0,1.0,0.6649583333333333,6.375024819828097,0.4204030515529821,0.005,0.40097499999999997,1
Theni,black gram,Pulses,1258,921.9,112.6,517.25,362.075,155.17499999999998,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.3908333333333333,1.0,1.0,0.6649583333333333,7.138073034044347,0.2741189691919768,0.02,0.406975,0
Dindigul,red gram,Pulses,369,959.4,194.4,576.9,403.83,173.07,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.9614999999999999,1.0,1.0,0.9788250000000001,5.91350300563827,0.3085806812899846,0.05,0.607295,0
Dindigul,green gram,Pulses,903,959.4,194.4,576.9,403.83,173.07,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.5896666666666666,1.0,1.0,0.7743166666666665,6.806829360392176,0.4958924940826712,0.005,0.4665899999999999,1
Dindigul,black gram,Pulses,5967,959.4,194.4,576.9,403.83,173.07,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.5896666666666666,1.0,1.0,0.7743166666666665,8.694167141883597,0.5826955461545378,0.07,0.4925899999999999,1
Ramanathapuram,green gram,Pulses,79,860.2,239.8,550.0,385.0,165.0,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.5,1.0,1.0,0.7250000000000001,4.382026634673881,0.0719807728908911,0.01,0.43900000000000006,0
Virudhunagar,red gram,Pulses,653,855.0,120.5,487.75,341.42499999999995,146.325,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.8129166666666666,1.0,1.0,0.8971041666666666,6.483107351457199,0.4168765403440114,0.07,0.5662625,1
Virudhunagar,green gram,Pulses,1992,855.0,120.5,487.75,341.42499999999995,146.325,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.2925,1.0,1.0,0.6108750000000001,7.597396320212795,0.6341019232871176,0.005,0.36852500000000005,1
Virudhunagar,black gram,Pulses,3316,855.0,120.5,487.75,341.42499999999995,146.325,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.2925,1.0,1.0,0.6108750000000001,8.106816038947052,0.4662226465360098,0.015,0.37252500000000005,1
Sivagangai,red gram,Pulses,72,1112.0,181.1,646.55,452.5849999999999,193.965,Kharif,600,1000,25,35,loam,loam,20.0,35.0,0.11637499999999988,1.0,1.0,0.51400625,4.290459441148391,0.05,0.0,0.30840375,0
Sivagangai,black gram,Pulses,788,1112.0,181.1,646.55,452.5849999999999,193.965,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.8218333333333332,1.0,1.0,0.9020083333333333,6.670766320845874,0.1814511123933656,0.01,0.5452049999999999,0
Tirunelveli,black gram,Pulses,6150,972.372277227723,419.8,696.0861386138615,487.2602970297031,208.82584158415844,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.9869537953795384,1.0,1.0,0.9928245874587462,8.724369949208368,0.5886848233145672,0.14,0.6516947524752478,1
Tenkasi,black gram,Pulses,19447,790.2,148.1,469.15,328.40500000000003,140.745,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.23049999999999993,1.0,1.0,0.576775,9.875499515995958,0.8169561210273691,0.925,0.7160650000000001,2
Thoothukudi,green gram,Pulses,7822,568.1,162.2,365.15,255.605,109.545,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.912875,1.0,1.0,0.95208125,8.96482339168508,0.8731598711044343,0.84,0.9072487499999999,2
Thoothukudi,black gram,Pulses,24962,568.1,162.2,365.15,255.605,109.545,Kharif,400,700,25,35,loam,loam,20.0,35.0,0.912875,1.0,1.0,0.95208125,10.12515000756854,0.8664623133189512,0.985,0.96524875,2
Kanyakumari,green gram,Pulses,264,1099.5,99.1,599.3,419.50999999999993,179.79,Kharif,400,700,25,35,loam,loam,19.75,33.0,0.6643333333333332,0.8,1.0,0.7653833333333333,5.579729825986222,0.2813670524100636,0.0,0.45922999999999997,0
Ariyalur,groundnut,Oilseeds,36389,1064.4,220.7,642.5500000000001,449.785,192.765,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.28510000000000013,1.0,0.6,0.5268050000000001,10.502049290606204,0.812966090507259,0.965,0.702083,2
Ariyalur,gingelly,Oilseeds,1126,1064.4,220.7,642.5500000000001,449.785,192.765,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,7.027314514039777,0.7707324826472481,0.8,0.8720000000000001,2
Chengalpattu,groundnut,Oilseeds,39858,972.372277227723,172.5,572.4361386138614,400.705297029703,171.7308415841584,Kharif,500,1000,25,35,sandy,loam,19.5,35.0,0.14487227722772286,1.0,0.6,0.4496797524752476,10.593103505644756,0.8221001702719622,0.945,0.6478078514851486,2
Chengalpattu,gingelly,Oilseeds,720,972.372277227723,172.5,572.4361386138614,400.705297029703,171.7308415841584,Kharif,300,600,25,35,sandy,loam,19.5,35.0,0.9081204620462048,1.0,0.6,0.8694662541254127,6.580639137284949,0.7097032339065847,0.72,0.8096797524752475,2
Tiruvallur,groundnut,Oilseeds,27540,1229.0,139.0,684.0,478.8,205.2,Kharif,500,1000,25,35,sandy,loam,19.5,35.0,0.368,1.0,0.6,0.5724,10.223431082444048,0.7850165778331406,0.93,0.7154400000000001,2
Tiruvallur,gingelly,Oilseeds,1632,1229.0,139.0,684.0,478.8,205.2,Kharif,300,600,25,35,sandy,loam,19.5,35.0,1.0,1.0,0.6,0.92,7.398174092970465,0.8214030202865811,0.815,0.8780000000000001,2
Tiruvallur,sunflower,Oilseeds,2,1229.0,139.0,684.0,478.8,205.2,Kharif,500,800,20,30,loam,loam,19.5,35.0,0.6133333333333333,1.0,1.0,0.7873333333333332,1.0986122886681098,0.0595770758135761,0.0,0.47239999999999993,0
Cuddalore,groundnut,Oilseeds,52429,1323.4,342.2,832.8000000000001,582.96,249.84,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.6656000000000002,1.0,0.6,0.7360800000000002,10.86723422556658,0.8495995217370357,0.97,0.8296480000000002,2
Cuddalore,gingelly,Oilseeds,3300,1323.4,342.2,832.8000000000001,582.96,249.84,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,8.101980731853192,0.9175641087749674,0.665,0.8180000000000001,2
Cuddalore,sunflower,Oilseeds,12,1323.4,342.2,832.8000000000001,582.96,249.84,Kharif,500,800,20,30,loam,loam,20.0,35.0,1.0,1.0,1.0,1.0,2.5649493574615367,0.2750335305585261,0.02,0.608,0
Villupuram,groundnut,Oilseeds,93240,1137.7,144.1,640.9,448.63,192.27,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.28179999999999994,1.0,0.6,0.52499,11.442942818102908,0.9073515786102462,0.955,0.6969939999999999,2
Villupuram,gingelly,Oilseeds,2802,1137.7,144.1,640.9,448.63,192.27,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,7.938445551164788,0.8952202999610779,0.775,0.8620000000000001,2
Villupuram,sunflower,Oilseeds,59,1137.7,144.1,640.9,448.63,192.27,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.46966666666666657,1.0,1.0,0.7083166666666667,4.0943445622221,0.4997554418669412,0.01,0.42899000000000004,1
Kallakurichi,groundnut,Oilseeds,12834,972.372277227723,112.8,542.5861386138615,379.8102970297031,162.77584158415846,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.08517227722772304,1.0,0.6,0.41684475247524766,9.45993109330524,0.7084262761300136,0.73,0.5421068514851486,2
Kallakurichi,gingelly,Oilseeds,6034,972.372277227723,112.8,542.5861386138615,379.8102970297031,162.77584158415846,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.8086204620462051,1.0,0.6,0.8147412541254128,8.705331133531631,0.95,0.725,0.7788447524752475,2
Kallakurichi,sunflower,Oilseeds,12,972.372277227723,112.8,542.5861386138615,379.8102970297031,162.77584158415846,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.1419537953795384,1.0,1.0,0.5280745874587461,2.5649493574615367,0.2750335305585261,0.0,0.3168447524752477,0
Vellore,groundnut,Oilseeds,44180,1088.3,49.8,569.05,398.3349999999999,170.71499999999995,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.13809999999999992,1.0,0.6,0.445955,10.696050111394271,0.8324272321001646,1.0,0.667573,2
Vellore,gingelly,Oilseeds,10,1088.3,49.8,569.05,398.3349999999999,170.71499999999995,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.8968333333333331,1.0,0.6,0.8632583333333333,2.3978952727983707,0.1382150144779402,0.065,0.543955,0
Vellore,sunflower,Oilseeds,3,1088.3,49.8,569.05,398.3349999999999,170.71499999999995,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.23016666666666652,1.0,1.0,0.5765916666666666,1.3862943611198906,0.10184768380901,0.005,0.34795499999999996,0
Ranipet,groundnut,Oilseeds,35298,972.372277227723,44.0,508.1861386138615,355.730297029703,152.45584158415843,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.016372277227722973,1.0,0.6,0.3790047524752476,10.471609913908228,0.809912572395775,0.955,0.6094028514851486,2
Ranipet,gingelly,Oilseeds,502,972.372277227723,44.0,508.1861386138615,355.730297029703,152.45584158415843,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.6939537953795383,1.0,0.6,0.7516745874587462,6.220590170099739,0.660509749956772,0.04,0.4670047524752477,1
Ranipet,sunflower,Oilseeds,2,972.372277227723,44.0,508.1861386138615,355.730297029703,152.45584158415843,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.027287128712871624,1.0,1.0,0.4650079207920794,1.0986122886681098,0.0595770758135761,0.005,0.28100475247524764,0
Tirupathur,groundnut,Oilseeds,20480,972.372277227723,16.7,494.5361386138615,346.175297029703,148.36084158415844,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.9890722772277231,1.0,0.6,0.9139897524752477,9.92725290608639,0.7553055415426203,0.935,0.9223938514851486,2
Tirupathur,gingelly,Oilseeds,45,972.372277227723,16.7,494.5361386138615,346.175297029703,148.36084158415844,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.6484537953795384,1.0,0.6,0.7266495874587461,3.828641396489095,0.3336978317799297,0.0,0.4359897524752476,0
Tiruvannamalai,groundnut,Oilseeds,234806,1034.5,74.2,554.35,388.045,166.305,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.10870000000000005,1.0,0.6,0.42978500000000003,12.366519179098166,0.95,0.985,0.6518710000000001,2
Tiruvannamalai,gingelly,Oilseeds,2123,1034.5,74.2,554.35,388.045,166.305,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.8478333333333334,1.0,0.6,0.8363083333333334,7.66105638236183,0.8573206227864983,0.785,0.8157850000000001,2
Tiruvannamalai,sunflower,Oilseeds,195,1034.5,74.2,554.35,388.045,166.305,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.18116666666666675,1.0,1.0,0.5496416666666668,5.278114659230517,0.6736928766917917,0.005,0.33178500000000005,1
Salem,groundnut,Oilseeds,54866,967.9,62.4,515.15,360.605,154.545,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.030299999999999955,1.0,0.6,0.386665,10.912667353872685,0.8541571341192004,0.95,0.611999,2
Salem,gingelly,Oilseeds,1816,967.9,62.4,515.15,360.605,154.545,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.7171666666666666,1.0,0.6,0.7644416666666667,7.504942068396171,0.8359907268602724,0.825,0.788665,2
Salem,sunflower,Oilseeds,20,967.9,62.4,515.15,360.605,154.545,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.05049999999999993,1.0,1.0,0.47777499999999995,3.044522437723423,0.3454996722549669,0.025,0.29666499999999996,0
Namakkal,groundnut,Oilseeds,70594,629.2,66.3,347.75,243.425,104.325,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.6955,1.0,0.6,0.752525,11.164714599443624,0.8794411876311,0.97,0.839515,2
Namakkal,gingelly,Oilseeds,723,629.2,66.3,347.75,243.425,104.325,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.15916666666666668,1.0,0.6,0.4575416666666667,6.584791392385716,0.7102705564467714,0.83,0.606525,2
Dharmapuri,groundnut,Oilseeds,47673,918.4,59.8,489.1,342.36999999999995,146.73,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.9782000000000001,1.0,0.6,0.9080100000000001,10.772141454894674,0.8400603153203303,0.965,0.930806,2
Dharmapuri,gingelly,Oilseeds,113,918.4,59.8,489.1,342.36999999999995,146.73,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.6303333333333334,1.0,0.6,0.7166833333333334,4.736198448394496,0.4576973355570971,0.005,0.43201000000000006,1
Krishnagiri,groundnut,Oilseeds,27423,798.6,45.9,422.25,295.575,126.675,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.8445,1.0,0.6,0.834475,10.219173821397506,0.7845895118048211,0.95,0.8806849999999999,2
Krishnagiri,gingelly,Oilseeds,148,798.6,45.9,422.25,295.575,126.675,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.4075,1.0,0.6,0.594125,5.003946305945459,0.4942797205476771,0.17,0.424475,1
Coimbatore,groundnut,Oilseeds,9021,1585.3,118.5,851.9,596.3299999999999,255.57,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.7038,1.0,0.6,0.75709,9.107421317968342,0.6730643502224468,0.085,0.48825399999999997,1
Coimbatore,gingelly,Oilseeds,96,1585.3,118.5,851.9,596.3299999999999,255.57,Kharif,300,600,25,35,sandy,loam,20.0,35.0,1.0,1.0,0.6,0.92,4.574710978503383,0.4356333054328339,0.02,0.56,1
Tiruppur,groundnut,Oilseeds,8027,748.8,118.4,433.6,303.52,130.07999999999998,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.8672000000000001,1.0,0.6,0.84696,8.990690709916228,0.6613545498087163,0.355,0.650176,1
Tiruppur,gingelly,Oilseeds,377,748.8,118.4,433.6,303.52,130.07999999999998,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.4453333333333334,1.0,0.6,0.6149333333333333,5.934894195619588,0.6214751140710209,0.17,0.43696,1
Erode,groundnut,Oilseeds,35599,629.5,78.5,354.0,247.8,106.2,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.708,1.0,0.6,0.7594,10.480100916840122,0.8107643451339114,0.975,0.84564,2
Erode,gingelly,Oilseeds,4378,629.5,78.5,354.0,247.8,106.2,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.18,1.0,0.6,0.469,8.384575666801398,0.95,0.915,0.6474,2
Erode,sunflower,Oilseeds,32,629.5,78.5,354.0,247.8,106.2,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.708,1.0,1.0,0.8393999999999999,3.49650756146648,0.4119121734674393,0.215,0.5896399999999999,1
Tiruchirapalli,groundnut,Oilseeds,18538,796.6,139.2,467.9,327.53,140.36999999999998,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.9358,1.0,0.6,0.88469,9.827631900232593,0.7453120863980858,0.92,0.898814,2
Tiruchirapalli,gingelly,Oilseeds,1034,796.6,139.2,467.9,327.53,140.36999999999998,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.5596666666666666,1.0,0.6,0.6778166666666666,6.942156705699469,0.7590973728161035,0.805,0.7286900000000001,2
Tiruchirapalli,sunflower,Oilseeds,15,796.6,139.2,467.9,327.53,140.36999999999998,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.9358,1.0,1.0,0.96469,2.772588722239781,0.30554305142703,0.03,0.5908140000000001,0
Karur,groundnut,Oilseeds,2940,684.2,109.1,396.65,277.65500000000003,118.995,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.7933,1.0,0.6,0.806315,7.9865049385539955,0.5606199168175978,0.075,0.5137889999999999,1
Karur,gingelly,Oilseeds,2331,684.2,109.1,396.65,277.65500000000003,118.995,Kharif,300,600,25,35,sandy,loam,20.0,35.0,0.3221666666666666,1.0,0.6,0.5471916666666666,7.754481547470383,0.8700853014250904,0.865,0.674315,2
Karur,sunflower,Oilseeds,108,684.2,109.1,396.65,277.65500000000003,118.995,Kharif,500,800,20,30,loam,loam,20.0,35.0,0.7933,1.0,1.0,0.886315,4.691347882229144,0.5874762132619683,0.025,0.541789,1
Perambalur,groundnut,Oilseeds,5661,1102.4,157.6,630.0,441.0,189.0,Kharif,500,1000,25,35,sandy,loam,20.0,35.0,0.26,1.0,0.6,0.513,8.641532465671846,0.6263288318660413,0.01,0.3118,1
